id	tweet	subtask_a	subtask_b	subtask_c
15840	"@USER Why do conservatives always cow-tow to liberal narratives? When are conservatives going to begin standing up... boastfully... and put the liberals down. Get over this... we're better than that""...nonsense. If we do not, we may never see conservative strength again. Speak up GOP."""	NOT	NULL	NULL
54158	@USER @USER a nice cartoon.	NOT	NULL	NULL
54316	@USER Carrey is a pig🤬	OFF	TIN	IND
96815	@USER It's like a reading a leaflet from Antifa or BLM. Utter garbage.	OFF	TIN	IND
40539	"The Washington Post’s Slander on Hurricanes and Climate Change""  URL #TCOT #MAGA #RedNationRising"""	NOT	NULL	NULL
31547	@USER log doesnt give a shit i bet he eats nachos in the middle of the night in his underwear	OFF	TIN	IND
26366	@USER I’m black and what you are telling me is that I can be in my own dwelling and you can just walk in and kill me. NO THAT’S NOT IT.  LET’S RUN A SMEAR CAMPAIGN EVEN THOUGH I’M THE VICTIM. This RAGE I feel has to be settled down with LOVE but I will be at the next rally. I PROMISE.	NOT	NULL	NULL
89659	@USER @USER Cowards in masks. Antifa are the true fascists.	OFF	TIN	GRP
68893	@USER Hey dipstick why don’t you sign Kaepernick? You love him so much	NOT	NULL	NULL
63003	@USER @USER She is an hypocrite and back stabber like her boss! She applaud this clip. Neighbors help each other when they need help?  URL	OFF	TIN	IND
86698	"@USER @USER Yeah, poor conservatives for having eyes that see, and ears that hear.   If you're loving your brain bath , then continue on , pretty soon pedophlia will be your next great virtue to champion as you see kind loving pedo's dawn your TV set to make you march in line and resist""."""	OFF	TIN	GRP
21634	@USER the double life of veronique	NOT	NULL	NULL
17153	@USER @USER Thank you random internet person.    Next time I want shit from you I’ll squeeze your head.	OFF	TIN	IND
56481	@USER @USER The liberals won’t investigate because they know there’s nothing there. They’d rather have someone else do it so when nothing is found the liberals can blame them.	OFF	UNT	NULL
39156	@USER Let's not kid ourselves...you are a prostitute...for the @USER	OFF	TIN	IND
71861	"@USER RIP The promotion you are trying to access has ended"" shows up"""	NOT	NULL	NULL
47224	@USER @USER @USER @USER Police reform yes. We should try that. Gun control? We’ve tried that over and over again. It doesn’t work. But maybe it’s like socialism or communism. We just haven’t done it right yet. /Sarcasm	OFF	UNT	NULL
28563	... and it shouldn't matter if they are Democrats or Conservatives.   They all do their jobs. They don't care what person Dem/Con they have to rescue and help.  You shouldn't divide the people ... you should bring them together in such times. URL	NOT	NULL	NULL
10810	@USER @USER I keep asking...WHAT is the cause of deaths??? Starvation or from the hurricane itself????	NOT	NULL	NULL
62891	@USER @USER @USER @USER empty your mind and god shall speak. To you? Through you? If you are wise increase in abundance. But surely I'm a fool who has not seen the most powerful who has ascended? Or descended? How times are rare but his messages are absolute.	OFF	TIN	IND
86757	"@USER Yes they are stupid, everyone knows that he is a bachelor"""""	OFF	TIN	IND
67026	@USER @USER It was thirty years ago supposedly if you keep something a secret that long it usually didn’t happen and he’s  gone through several other confirmations in the past and it never came up this is just how liberals play politics nowadays	NOT	NULL	NULL
32560	"@USER Why didn't @USER tell us this about the Cincinatti murder at Fifth Third Bank?  He said the firearm was apparently legally purchased.""  Is it harder to clamor for more failed gun control?  #2A URL"	NOT	NULL	NULL
48387	@USER She is a gorgeous little mini you. ❤️🌸	NOT	NULL	NULL
99208	@USER More fear tactics to make people attack her. It’s bullshit	OFF	TIN	IND
76859	@USER @USER @USER I guess it means it's time to show  that the UK can be united. Enough of divisions and circular arguments.	NOT	NULL	NULL
10964	@USER you are just too cute	NOT	NULL	NULL
48083	@USER @USER This is the most consistently stupid argument gun control advocates make.	OFF	TIN	IND
15589	@USER @USER Give him a shot chris. Han is a nasty H3 player :) and he is my bb	OFF	TIN	IND
69999	@USER Goodell I’m done with you and those adult brats in the NFL. I’d rather do yard work	NOT	NULL	NULL
46519	@USER @USER You are the epitome of class and intelligence.❤️	NOT	NULL	NULL
51555	@USER @USER of course you're anti-American and you won't leave.  You'll stay here because as an Antifa coward you can talk your nonsense with no fear of governmental reprisal.  You haven't left yet and you never will.	NOT	NULL	NULL
10813	@USER Well thanx for proving us right that stricter gun control doesn't address the problem as criminals don't care for gun control as it doesn't apply to them. Again taking the means to Self Defense away from the law abiding and ignoring the fact that criminals use illegal guns.	NOT	NULL	NULL
25223	@USER fuck xenoblade chronicles	OFF	UNT	NULL
65835	@USER @USER Does that mean she had his permission to sit on a panel denigrating the president of the country you are negotiating with?	NOT	NULL	NULL
22428	@USER fuck im wired	OFF	UNT	NULL
19089	@USER @USER You are in your Fabulous 40’s I’d say💝	NOT	NULL	NULL
53603	@USER except antifa don’t fit any of the archetypes of fascism? if your definition of fascism is “wears a mask and is violent” then you should also include: -riot cops -the military -right wing demonstrators	NOT	NULL	NULL
71799	@USER @USER Best Remedy = #BING !!  AND...#NeverVoteDemocRAT N E V E R!!  ** #MAGA2018 **	NOT	NULL	NULL
88584	"... the liberal's ... tendency to deal with opponents by epithet rather than argument, and ... worst of all ... the liberals have left themselves open to the cruel joke that says they love humanity but hate people."" -- Richard Cornuelle, Reclaiming the American Dream (1965), 9."""	NOT	NULL	NULL
67311	@USER He’ll only get more popular.	NOT	NULL	NULL
75610	@USER Criminal schmuck.	NOT	NULL	NULL
12523	@USER @USER @USER @USER @USER So you AGREE that Wecht should be impeached? Yea you and your socialist ANTIFA buddies decided to call Mr Dush’s office and abuse his staff and threaten others that cosponsored impeachment. Law enforcement had to get involved!	NOT	NULL	NULL
82716	@USER @USER At an AntiFa riot and screaming at white people	OFF	TIN	IND
24235	@USER He is so full of BS!	OFF	TIN	IND
77153	@USER @USER Notice how focused on him she is in all these pics. None of the kissy pics you see from guys while their girl stares off at the camera or anything but him.	NOT	NULL	NULL
85495	Lebron amazing swallow clear beat deplorables can't believe #MAGA scott adams	NOT	NULL	NULL
92478	@USER Well she is dumb as a box of rocks so will give her a pass	OFF	TIN	IND
76206	"@USER @USER @USER @USER @USER @USER @USER @USER @USER And by the way - You're response is a perfect example of Liberal Deflection. MOPE, def. be dejected and apathetic"". Exactly what Liberals have been since Clinton lost."""	NOT	NULL	NULL
20877	@USER She is just plane NUTS	NOT	NULL	NULL
47848	@USER @USER Well i was born in “69” Dude!! URL	NOT	NULL	NULL
93354	@USER I think he’s feeling a little better right now but he is pitiful when his tum is upset	NOT	NULL	NULL
20257	@USER She is disgusting for doing this!	OFF	TIN	IND
19694	@USER @USER @USER I agree.   There are obese people trying to change the way they are.  Good luck to them.  Not lazy. Tess_Holliday is doing the opposite.  She is actively promoting that its good and beautiful to be obese.  Its not.  And its down to being lazy and greedy.  Simple science	OFF	TIN	IND
63232	Keith Ellison Accuser Calls Out Dems Amid Kavanaugh Allegation: 'I've Been Smeared' By My Own Party’  Keith Ellison has no room to accuse ANYBODY of wrong doing‼️   URL   #KavanaughConfirmation  #TuesdayThoughts  #MAGA	NOT	NULL	NULL
73267	@USER @USER @USER Yes we need gun control. It is out of control!	NOT	NULL	NULL
10686	@USER Except she didn’t resist and it got her where she is today 🙄	NOT	NULL	NULL
68556	@USER Whoa! 😳 #Resist #Liberals #FakeNews #Democrats #PP #Antifa #WomensMarch #MaxineWaters #Kavanaugh #HillaryClinton #MAGA #Maddow #VoteRed2018 The whole kitchen sink. 🙄	NOT	NULL	NULL
89527	@USER @USER here she is monsta x!!!! the most beautiful queen!!!!	NOT	NULL	NULL
53827	@USER The liberals are the ones arguing to take away our rights	NOT	NULL	NULL
97943	@USER Shut your ass up 🤧	OFF	TIN	IND
94216	@USER Globalist TOOL.	NOT	NULL	NULL
42732	@USER @USER He’s so tired of all these liberals everywhere. He’s afraid “All this will go away....”. His money. His power. His tax payer paid  junkets. His unbridled arrogance is sick. Keep the pressure on! It’s working.	OFF	TIN	IND
99325	@USER Goofy’s grandfather. URL	NOT	NULL	NULL
90601	@USER My mom died my dad has my two younger sisters and his sick mother to take care of and he is very sick himself So I stepped up moved it and have been living on my own in menifee since I was 18 what we’re not about to do is speak on things we don’t know about sit down little boy	NOT	NULL	NULL
13388	@USER @USER That's ok antifa terrorists don't have intelligent conversations any way. Keep your head in that safe space. URL	OFF	TIN	GRP
11975	"1/5 Several women MPs key in 1990s gun control debate in Canada. Min of Justice @USER did heavy lifting for @USER In introducing 1991 gun law she said Gun control works. It is probably the oldest and most effective form of crime prevention law..."" #cdnpoli #cdnhist URL"	OFF	TIN	GRP
54258	#Tories #Labour #GE2017 #Conservatives Conservatives URL theresa_may: I’m pleased the Government is investing £2 billion in new long-term funding to build more affordable and social homes. Everyone deserves a decent and safe place to… URL	NOT	NULL	NULL
61148	@USER @USER @USER @USER @USER @USER Toffee? 😋	NOT	NULL	NULL
37619	"@USER @USER @USER @USER @USER Wrong. Nye has degree in Mechanical Engineering. He is indeed a REAL scientist"", as well as an entertainer. He studied mechanical engineering at Cornell University and graduated with a Bachelor of Science in 1977. He worked for Boeing. I'd believe him as opposed to you."""	NOT	NULL	NULL
12747	@USER a perfect description of ANTiFA. Fascist shit bags.	OFF	TIN	IND
29852	@USER Sit down Fredo. You are irrelevant. No one elected you. If you had minded your own business instead of trying to make yourself a player maybe you wouldn't be headed for prison. Do you realize if they take your daddy down first he cannot pardon you? Ticktock.	NOT	NULL	NULL
68829	@USER @USER @USER @USER Wait so are pet stores hoarding? The fact that she is able to provide for an assistant to case for her animals means she IS adequately caring for them. Lmao that doesn't mean she has to do EVERY SINGLE THING on her own	NOT	NULL	NULL
88714	@USER @USER @USER This is the kind of healthcare provision religious conservatives have given America. #SaveOurNHS URL	NOT	NULL	NULL
94181	Judge Nap: Get Ready for Another Version of Clarence Thomas-Anita Hill Hearings URL This is #TheLiberalWay STOP the Pathetic Lying #DEMS @USER #MAGA	NOT	NULL	NULL
55366	@USER It’s not wrongfully characterizing. It’s the fucking truth and you guys are just to ignorant to see it.	OFF	TIN	GRP
72884	@USER It’d better be on Monday and who the hell are they to slow walk this and dictate terms? #MAGA	OFF	TIN	IND
92366	@USER @USER She is frightening!	NOT	NULL	NULL
72473	@USER he is literally the best i cannot believe how poorly his previous owner treated him	NOT	NULL	NULL
39039	@USER Didn't this trashy thing sleep her way to the top with married men?	OFF	TIN	IND
42224	@USER @USER @USER Useful idiots for international communism just like antifa today. URL	OFF	TIN	IND
83770	"@USER Back in my days the boys weren't drunk but they scream PATTY-RAID"" and we girls would scream and giggle and never thought they were going to kill us. Hooker Harris needs to examine her own closet."""	NOT	NULL	NULL
74788	@USER Enjoyed watching the Red Sox beat Toronto Blue Jays last night 7-2. Prior to the game there was a 9/11 tribute where the national anthem of both countries was played and all the players stood along the 1st &amp; 3rd base paths holding their cap over hart their with their right hand.	NOT	NULL	NULL
75971	@USER He makes dope ass songs. He’s a singer/writer URL	OFF	TIN	IND
36473	@USER NO BITCH I MEANT I DIDNT KNOW WE WERE DOING IT NOT ZOOMED IN NO BITCH THIS IS FUN	OFF	TIN	IND
73659	@USER Nigga then how can you say bo2 is the best Cod 🤨 URL	OFF	TIN	IND
85173	@USER @USER Question: Hows that gun control laws up the ass they have working out for them?	OFF	TIN	GRP
96805	@USER @USER &amp; his fellow Democrats always put partisan politics before country. The American people laugh in his face as he lies and tries to bring down the most successful President in generations. Why are socialists like @USER so eager to collapse the economy?	NOT	NULL	NULL
69708	@USER @USER Hope she comes back home safe may god protect  her whr  ever she is	NOT	NULL	NULL
72561	@USER @USER He is an embarrassment	OFF	UNT	NULL
64193	@USER said on @USER he doesn’t think we should be selling AR15’s but Liberals deny it and say he is pro gun! The AR15 is not an assault weapon it is a sporting rifle. #KeepTexasRed vote @USER	NOT	NULL	NULL
63385	@USER @USER Ha ha ha sneaky buggers. I have put out a warning to have sound off. That will show them.	OFF	TIN	IND
73857	Trump responsible for even more employment!!#MAGA URL	NOT	NULL	NULL
96237	@USER @USER @USER @USER @USER But she is under 18 it is still considered as child porn no matter the legal age	NOT	NULL	NULL
76828	@USER @USER Why didn't Zac Goldsmith of the faux Conservative Party use this?  Why didn't faux Conservative Party use Khan's defence of 9/11 organiser?  Why are the Conservatives so f*cking useless? If you ask me it's deliberate as they share Labour's agenda or are they just that useless?	OFF	TIN	GRP
99067	@USER @USER @USER He's walking on a street with the strictest gun control in the USA. 1+1=2.	NOT	NULL	NULL
34498	@USER @USER is a lefty globalist.  #NoOneCares	NOT	NULL	NULL
43884	@USER yo why won’t you let me post a link fam... does it offend you? You little salty spittoon... you literally allow porn such as @USER but you don’t allow federal shit... #censorship #ConfirmKavanaugh #ConfirmKavenaugh #maga URL	OFF	TIN	OTH
76020	@USER @USER @USER We call that game #Bullshit .	OFF	TIN	OTH
57722	@USER @USER She is asking questions there are no answers for.	NOT	NULL	NULL
58415	@USER @USER She held on to something “almost” happening (according to her) for 35 yrs and then decides to try and ruin his life?   She is the despicable.  Regardless of what did or didn’t happen.	NOT	NULL	NULL
23195	@USER So then your saying the @USER platform of gun control and reform is nothing for them to worry about? Kind of like #Kavanaugh is going to kill women and Gays?	OFF	TIN	IND
92519	@USER Bottom line is and should be to all is that the accusation is from 35+ yrs ago when they were minors. The judge has 60 HS students of his saying No Way! Judge managed to keep impeccable lifestyle as an adult. Accuser is a hardcore left activist (Soros antifa type who has a 🔨2grd	NOT	NULL	NULL
11924	@USER @USER @USER @USER First have a very old blind guy do a polygraph on you or someone who can pass for you.  Then find a GOP office and throw a fireball through the window. Wear an antifa mask and break some university property. Maybe wear a swimsuit and say you were groped badly!	OFF	TIN	IND
69260	"FBI Couldn’t Find Trump-Russia Collusion, and Neither Could Bob Woodward""  URL #TCOT #MAGA #RedNationRising"""	NOT	NULL	NULL
30186	@USER @USER @USER I think he is on crack!	OFF	TIN	IND
48232	@USER OH I FUCKING LOVE LATEX HMU IFU GOT Q'S IVE BEEN USING IT FOR YEARS	OFF	TIN	IND
95836	@USER SAYS WHO? U DESPERATE LIBERALS? UR DIRTY TRICKS AINT GONNA WORK  KAVANAUGH WILL BE CONFIRMED #GINSBERGISNEXT  🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	NOT	NULL	NULL
43466	@USER Sounds like he joined #Antifa - Gov. @USER  of #WA state recently took anti- #POLICE stance won't sign certificates recognizing top 20  law enforcement officers for #Police #Combat competition excellence  #ThinBlueLine #MAGA #KAG #BlueLivesMatter #LawEnforcement #2A @USER	NOT	NULL	NULL
63057	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Glad you are ok	NOT	NULL	NULL
72328	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So you admit that you are a h1ndu?	NOT	NULL	NULL
13789	@USER Truly you are amazing sir ji ..	NOT	NULL	NULL
86956	#guns #2A 6-Time Olympic Shooting Medalist Says Gun Control Is ‘Killing Our Sport’: Six-time Olympic shooting medalist Kim Rhode said Monday night that new gun control measures implemented in her home state of California — an URL URL	NOT	NULL	NULL
18082	@USER And we are worried about Russia election meddling? Now I understand why Google backed out of government deal when Trump was elected. This is result of company getting too big.	NOT	NULL	NULL
94883	@USER We need to stop expecting liberals to act reasonably...they murder babies...they are completely unhinged! So long as the crazies keep voting for the crazy party...you will get crazy. TDS is real!!!	NOT	NULL	NULL
16290	#stopthebias  against #Conservative #Republican #Trump #Freespeech supporters coming against #twitter ban. To slow down #liberals reporting us is to have a few million of us to report in big numbers to keep Twitter so busy the the liberals complaining be losted in the traffic	NOT	NULL	NULL
17746	@USER Safety first. There is no show without the Raven. Hope he is safe and returns soon.	NOT	NULL	NULL
32824	@USER She makes me sick.  She uses these confirmation hearings and investigations to campaign and for photo ops.  She is a junior Senator that is way out of her league.	OFF	TIN	IND
11628	"@USER @USER @USER Trump wanted to be president because he is a narcissist. He still lives a great life"" but only now we, the taxpayers, are footing the bill! Impeach Trump now!"""	OFF	TIN	IND
43235	"1/ Party Conference is a good time to remind Parties, particularly the governing party @USER what their mandate actually is and what it is not.  What exactly is the will of the people"" on #Brexit ?"""	NOT	NULL	NULL
63916	@USER THIRTY AGED ZAYN IS SEXY THOUGH JDKDKDK EVEN THOUGH IT MAKES ME EMO TOO	NOT	NULL	NULL
35594	@USER @USER @USER I use it in conversation regularly but not sure about here. But in any case she is one 😀	NOT	NULL	NULL
83202	@USER @USER He is a pedo.	OFF	TIN	IND
93039	@USER Maybe he is trying to throw hints at Kaycee now to ease the blow if/when he picks Angela over Kaycee. Or he is just being reckless idk.	NOT	NULL	NULL
42742	@USER @USER Fantastic match!	NOT	NULL	NULL
97692	@USER Dont be that guy.  Whoops.  Too late.  You are that guy.  Unfollowed...	NOT	NULL	NULL
19481	@USER Winston thinks she is lovely URL	NOT	NULL	NULL
14655	@USER @USER @USER He is embarrassing and just as low a human as possible to diminish the loss of life of the elderly.	OFF	TIN	IND
90880	@USER @USER @USER @USER @USER What's the difference between these two extreme right-wing Conservatives? Hint: Only one of them is acting being a B'Stard. URL	NOT	NULL	NULL
72860	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nah they are liberals	NOT	NULL	NULL
70149	@USER He is older but that's before the Cooley days	NOT	NULL	NULL
59737	@USER @USER @USER It started with marco rubio and other conservatives.	NOT	NULL	NULL
11662	@USER True. But he is a pretty damn good QB though.	NOT	NULL	NULL
66726	@USER Why must liberals insert agendas into everything?	NOT	NULL	NULL
76857	4 UK/US DEEPSTATE NUKES INTERCEPTED HEADING FOR US CITIES. #skynews #skypapers #bbcdp #lbc #lbclive #talkradio @USER @USER #altnews #brexit #remain #london #cityoflondon #news #breakingnews #uknews #labour #tories #trump #toryparty #ukip #conservatives #christians #qanon	NOT	NULL	NULL
66102	@USER @USER @USER She did it and she is alive is greatness of Hinduism. You should try it with Quran if you have guts.	NOT	NULL	NULL
66542	@USER @USER Christine Ford is an admitted friend to Bernie Saunders and she is Known to Hobnob with other demo politicians! Most shocking word is Kavanaughs mom a Judge ruled against Fords parents in a forclosure case in mid 90s🤔	NOT	NULL	NULL
69006	@USER @USER Why??? He did Absolutely Nothing wrong. He is the victim and she is the perpetrator!!!	NOT	NULL	NULL
92199	Lying to the FBI is a crime @USER @USER @USER @USER @USER @USER @USER #MAGA #MAGAts URL	NOT	NULL	NULL
12564	@USER @USER she is a Private URL	NOT	NULL	NULL
44661	@USER No idea who he is. Sorry	NOT	NULL	NULL
18931	@USER @USER It’s unwatchable. I am careful surfing around @USER to make sure I NEVER stop even by accident on that bloody awful channel!	OFF	TIN	OTH
77459	@USER It’s just people who say they hate identity politics while going on about the left hates them for being black conservatives	OFF	TIN	GRP
77404	@USER @USER @USER Please follow Yoda Liberals	NOT	NULL	NULL
88200	@USER Bullshit! People died because of an incompetent Puerto Rican government officials. That’s already been exposed dumb ass but good try.	OFF	TIN	IND
33624	@USER She is a repulsive human in every possible level.	OFF	TIN	IND
73197	2nd highest prop tax in nation to support gov pensions 1 of 3 states where housing is worst investment More rent for less valuable housing Nations most severe increase in personal tax Illinois sucks thanks to Cook county liberals and corrupt  Mike Madigan URL	OFF	TIN	OTH
61163	@USER @USER @USER @USER I love that a graphic novels shelf was a priority - you are a most excellent librarian 👏👏👏	NOT	NULL	NULL
54190	@USER @USER Probably while screaming about gun control.	NOT	NULL	NULL
36515	@USER Ready for this red tsunami 🌊	NOT	NULL	NULL
28037	"Thinking about the Student-Loan Crisis""  URL #TCOT #MAGA #RedNationRising"""	OFF	TIN	IND
77430	@USER   the U.S. is tying to increase the cost of drugs in Canada and Conservatives are helping him	NOT	NULL	NULL
75815	@USER @USER Damn straight he is. Nothing but good vibes coming through November 💯💯💯👍🏼👍🏼👍🏼	OFF	UNT	NULL
79156	@USER @USER Why would they drag their feet? If they had something on you (which there isn’t)...it be out by now. TOTAL WITCH HUNT! #MAGA #BestPres45 URL	OFF	TIN	GRP
84367	@USER @USER No I have no relationship with him he is not worth the energy it would take to hate him. I have more respect for the gum stuck on the bottom of my shoe than such a selfish spoiled entitled narcissist!	OFF	TIN	IND
61634	"@USER Real question: has Ted Cruz never dropped an f-bomb in his life?  Is this something that should disqualify you from public office? Grabbing someone by the pussy"" literally &amp; verbally, is a lot more offensive to me"""	NOT	NULL	NULL
77016	#teamspotlightsunday this spotlight goes to 2 women! Meghan McDermott and Alanna McDermott. Meghan has decided to do something to make her vision come true. She is sticking to her plan and with many obstacles she still stayed the course. I am so proud of you Meghan not giving up! URL	NOT	NULL	NULL
84499	@USER Agree. That’s hatred beyond compare. Her feeling of bitterness of the Duterte Presidency and its success is evident on her tweets and articles. 2016 was really a slap on the face on the “yellow intellectuals” .	OFF	TIN	IND
17205	@USER Bullets are cheaper.	NOT	NULL	NULL
45789	@USER Why didn't gun control stop illegals from obtaining firearms?	NOT	NULL	NULL
50151	@USER All we ever hear from Hillary is beeching &amp; moaning.  Dang ! That witch never get tired of complaining!	OFF	TIN	IND
87290	THIS SHOULD  REMIND ALL #Patriots #maga WHAT WE STAND AGAINST! #WWG1WGA  Shocking Undercover Video Exposes Communists Inside Government: “I Break Rules Every Day” - Sara A. Carter URL	NOT	NULL	NULL
19742	@USER @USER Simply to get the smear campaign going by the media. The democrats want a he said under oath while she’s supposed to get a pass on her she said lies. This woman is a fraud in cahoots with the liberals to delay &amp; divert until midterms.	OFF	TIN	IND
86332	@USER she is not a Republican... by any means....	OFF	UNT	NULL
36225	@USER Go to Iran where u belong stupid idiot.	OFF	TIN	IND
99475	@USER I’m sorry ... what?! I be in my BAG listening to that . &amp; after dark URL	NOT	NULL	NULL
61922	@USER @USER Lol. Except he’s the most successful president in our lifetimes. He’s undone most of the damage Obummer did and set America on the right path again. #MAGA	NOT	NULL	NULL
37301	@USER @USER When your bio is the most relevant piece of shit ever🤔👀	NOT	NULL	NULL
43323	Americans make great clients! But so many appraisers carry out inspections on radical clients! Radical clients hate America! #MAGA	NOT	NULL	NULL
59918	@USER @USER @USER @USER @USER She raps likes she will pop off but the only thing she popped was her butt implant. Now Remy is skinner than her even while pregnant URL	OFF	TIN	IND
37666	@USER @USER @USER @USER You should know better to use common sense with hypocritical liberals.  #KeithEllisonAbuse	OFF	TIN	GRP
16225	@USER Got a feeling every time deep state complains @USER will punish them with more declass. They are going to pay for their sins! Biglly! Who needs a plan to dump 11k docs and round up crooks?  @USER needs to geter done! #FNMA #FMCC #fanniegate #EndCorruption #LockThemAllUp #MAGA	OFF	TIN	IND
77905	@USER @USER @USER @USER @USER @USER Keep lying bud no one is listening	NOT	NULL	NULL
50445	@USER this jag off ref Tony Corrente needs to get out of the NFL. He is a bias piece of garbage. He made a HORRIBLE bad call in packer game which changed the game. He is a liar and won’t admit when he’s wrong! NFL PLEASE FIRE TONY CORRENTE	OFF	TIN	IND
16705	@USER @USER No no that’s  shaq silver back looking ass 😂😂	OFF	UNT	NULL
83365	"@USER @USER You can't be this dense. The point is the same - you can't presume someone is guilty just because they're part of a group that's a popular target.  For southern whites in the 40s, it was black men. For modern liberals, it's conservative white men. They're the devil""."""	OFF	TIN	GRP
28748	@USER Google CFO is a joke! And so is the idiot who hired her for this position.  #Googlearecorrupt   #BestuseQwant	OFF	TIN	IND
94596	#MondayMotivation Instead of #MAGA - could we please have #MAAA - Make America America Again - the rest of the world misses you!	NOT	NULL	NULL
85250	@USER she is human garbage that is what is wrong	OFF	TIN	IND
94475	@USER every antifa member is just several midget gypsies standing on each others shoulders in a big skinsuit	NOT	NULL	NULL
34150	@USER Berkeley Antifa do not agree with you URL	NOT	NULL	NULL
83400	@USER You are a great model for inspiration	NOT	NULL	NULL
84081	"@USER Chris, Chris, Chris.... Are you forgetting the mantra of every single libtard pusher of common sense gun control""? When all guns are outlawed, the criminals will voluntarily give up their guns, out of a sense of compassion."""	OFF	UNT	NULL
11244	@USER Advocate for gun control while breaking the current gun laws in place... #irony URL	NOT	NULL	NULL
71015	@USER More press should talk about this remarkable 20yr old she is the future	NOT	NULL	NULL
84413	@USER @USER #MohammadHassanKhalid is a #traitor to the #USA &amp; to his fellow #Islamists He is unlikely to enjoy a long happy healthy life based on very poor decision making skills &amp; values	NOT	NULL	NULL
37397	@USER nah it's coz you're a cunt. blocked	OFF	TIN	IND
71649	@USER Where will #Antifa get their cloths now?	NOT	NULL	NULL
20841	@USER @USER @USER She is a role model Adam you are not!	NOT	NULL	NULL
45987	@USER Cats are just special dogs	NOT	NULL	NULL
69737	@USER Best news ever for GOP.  Ready the straight jacket.	NOT	NULL	NULL
90959	@USER The entire way the dems have handled this allegation is like an Antifa action...	NOT	NULL	NULL
42904	@USER Strength is letting go of the universe. You are not your thoughts.	NOT	NULL	NULL
32598	Beto O'Rourke vs. Ted Cruz Latest Polls: Democrat Underdog Shown With Lead For First Time in Texas Senate Race - Newsweek #MAGA URL	NOT	NULL	NULL
37865	@USER @USER @USER Wow! You are good at it!👍👍	NOT	NULL	NULL
69084	@USER @USER @USER @USER @USER still lies just like Obama.He talks right &amp; then votes Left. He did NOT vote for the @USER TaxReform bill! Data shows 80%+ WV taxpayers use the Std Deduct &amp; child tax credits- this bill doubled their deductions WITHOUT Joe's help! Vote him OUT on Nov 6th ! #MAGA	NOT	NULL	NULL
43964	"@USER @USER Project much, do you? Every campaign flier I get in the mail from Dem candidates is about healthcare, education funding, and the wealth gap; every flier from their GOP opponents is so-and-so will stand with Nancy Pelosi and the liberals"" identity politics horseshit."""	NOT	NULL	NULL
97745	@USER Link me and knuckles then or you going to dodge like the creddy you are	NOT	NULL	NULL
86716	@USER Omg not even interested in his age but damn he is fine af 😜	OFF	TIN	IND
21033	@USER @USER oh shit you weren't joking... wtf	OFF	UNT	NULL
66832	@USER @USER @USER @USER @USER @USER @USER Bibi so looks like Stalin when Stalin was younger.  Maybe he is starting to act like him a tad. China is never your friend.	OFF	TIN	OTH
73518	@USER He is 😭😭😭 he is so precious 💖	NOT	NULL	NULL
51204	@USER Booooring	NOT	NULL	NULL
93164	"@USER @USER Everything else was ten years ago. ""  YOU ARE A LIAR, this is total BS propaganda from team Trump  his crimes were throughout the past decade, including up to 2016"""	OFF	TIN	IND
98218	@USER @USER @USER @USER Right. Dang. She is the s...t	NOT	NULL	NULL
94976	@USER @USER McRaven engaged in a publicity stunt. He never spoke publicly against any #CommanderInChief before he retired. A retiree issuing a challenge to the President is an empty and hollow gesture.  #MakeAmericaGreatAgain #AmericaFirst #MAGA #USA🇺🇸	NOT	NULL	NULL
55677	@USER @USER Oh man! You are going to trigger the fanboys/fangirls lol	NOT	NULL	NULL
17250	@USER Aw Chelsea it never ends. You are as always the better person. Much love to you and your parents.	NOT	NULL	NULL
61083	@USER “My head is a fuckin egg”	OFF	UNT	NULL
39742	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Alt Right &amp; Antifa are for cowards. #Fact #TuesdayThoughts   URL	NOT	NULL	NULL
72262	@USER @USER Did you serve?   You rate at bottom of the barrel pal. MAGA. 🇺🇸🇺🇸🇺🇸Go President Trump.	NOT	NULL	NULL
28996	.@USER is right to say that housing associations should be “taking on and leading major developments themselves.” More investment by the @USER will enable them to do so.   URL	NOT	NULL	NULL
20121	@USER @USER is just trying to make good with his libnut elitist Hollywood degenerates after the roasted him in the media for questioning vaccine safety.	NOT	NULL	NULL
64713	@USER @USER I'm a Boise State fan so I can tell you two things about Kellen Moore. He is a winner and he Is cerebral. Knows he doesn't have a cannon for an arm so he fits his game into his ability. What's wrong with that? Not everyone can be Aaron Rodgers.	NOT	NULL	NULL
